sku,name,description,materials,image1,image2,image3,image4,color,brand,size,qty,price,category,Season,size_system,ean,Gender,Manufacturer,ID
11520-7,"Rick Owens DRKSHDW x Converse Turbowpn Mid sneakers","These sneakers are from Rick Owens DRKSHDW new collection made in collaboration with Converse. The Turbowpn Mid sneakers sneakers, here in clay, are made of leather and feature a rubber sole, a polyurethane midsole, DRKSHDW and Converse logo patch.","100% Leather - 100% Rubber sole - 60% Polyurethane 40% Polyester insole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5_1.jpg?v=1653387813,Clay,"Rick Owens DRKSHDW",7,4,200.00,Sneakers,S/S2022,gid://shopify/OnlineStorePage/94638014676,8051527014249,Genderless,"Rick Owens DRKSHDW",42846583161044
11520-8,"Rick Owens DRKSHDW x Converse Turbowpn Mid sneakers","These sneakers are from Rick Owens DRKSHDW new collection made in collaboration with Converse. The Turbowpn Mid sneakers sneakers, here in clay, are made of leather and feature a rubber sole, a polyurethane midsole, DRKSHDW and Converse logo patch.","100% Leather - 100% Rubber sole - 60% Polyurethane 40% Polyester insole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5_1.jpg?v=1653387813,Clay,"Rick Owens DRKSHDW",8,6,200.00,Sneakers,S/S2022,gid://shopify/OnlineStorePage/94638014676,8051527014263,Genderless,"Rick Owens DRKSHDW",42846583193812
"11520-8,5","Rick Owens DRKSHDW x Converse Turbowpn Mid sneakers","These sneakers are from Rick Owens DRKSHDW new collection made in collaboration with Converse. The Turbowpn Mid sneakers sneakers, here in clay, are made of leather and feature a rubber sole, a polyurethane midsole, DRKSHDW and Converse logo patch.","100% Leather - 100% Rubber sole - 60% Polyurethane 40% Polyester insole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5_1.jpg?v=1653387813,Clay,"Rick Owens DRKSHDW",8.5,6,200.00,Sneakers,S/S2022,gid://shopify/OnlineStorePage/94638014676,8051527014270,Genderless,"Rick Owens DRKSHDW",42846583226580
"11520-9,5","Rick Owens DRKSHDW x Converse Turbowpn Mid sneakers","These sneakers are from Rick Owens DRKSHDW new collection made in collaboration with Converse. The Turbowpn Mid sneakers sneakers, here in clay, are made of leather and feature a rubber sole, a polyurethane midsole, DRKSHDW and Converse logo patch.","100% Leather - 100% Rubber sole - 60% Polyurethane 40% Polyester insole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5_1.jpg?v=1653387813,Clay,"Rick Owens DRKSHDW",9.5,5,200.00,Sneakers,S/S2022,gid://shopify/OnlineStorePage/94638014676,8051527014294,Genderless,"Rick Owens DRKSHDW",42846583259348
11520-10,"Rick Owens DRKSHDW x Converse Turbowpn Mid sneakers","These sneakers are from Rick Owens DRKSHDW new collection made in collaboration with Converse. The Turbowpn Mid sneakers sneakers, here in clay, are made of leather and feature a rubber sole, a polyurethane midsole, DRKSHDW and Converse logo patch.","100% Leather - 100% Rubber sole - 60% Polyurethane 40% Polyester insole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5_1.jpg?v=1653387813,Clay,"Rick Owens DRKSHDW",10,3,200.00,Sneakers,S/S2022,gid://shopify/OnlineStorePage/94638014676,8051527014300,Genderless,"Rick Owens DRKSHDW",42846583292116
11520-11,"Rick Owens DRKSHDW x Converse Turbowpn Mid sneakers","These sneakers are from Rick Owens DRKSHDW new collection made in collaboration with Converse. The Turbowpn Mid sneakers sneakers, here in clay, are made of leather and feature a rubber sole, a polyurethane midsole, DRKSHDW and Converse logo patch.","100% Leather - 100% Rubber sole - 60% Polyurethane 40% Polyester insole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4_1.jpg?v=1653387813,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11520_turbowpn_clay_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5_1.jpg?v=1653387813,Clay,"Rick Owens DRKSHDW",11,2,200.00,Sneakers,S/S2022,gid://shopify/OnlineStorePage/94638014676,8051527014324,Genderless,"Rick Owens DRKSHDW",42846583324884
11208-XS,"Wave hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in lavender and pink, is made of cotton.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11208_wave_hoodie_pink_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397062,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11208_wave_hoodie_pink_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397062,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11208_wave_hoodie_pink_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397062,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11208_wave_hoodie_pink_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397062,Pink,ERL,XS,1,175.00,Sweatshirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847347278036
11208-XL,"Wave hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in lavender and pink, is made of cotton.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11208_wave_hoodie_pink_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397062,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11208_wave_hoodie_pink_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397062,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11208_wave_hoodie_pink_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397062,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11208_wave_hoodie_pink_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397062,Pink,ERL,XL,0,175.00,Sweatshirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847347310804
11217-S,"Cropped jeans","These denim pants from ERL new collection have a regular fit. The cropped jeans, here in washed light blue, are made of cotton and feature a button and zip closure, five pockets and come with a vintage, worn effect.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397237,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397237,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397238,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397239,Blue,ERL,S,1,223.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847426445524
11217-M,"Cropped jeans","These denim pants from ERL new collection have a regular fit. The cropped jeans, here in washed light blue, are made of cotton and feature a button and zip closure, five pockets and come with a vintage, worn effect.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397237,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397237,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397238,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397239,Blue,ERL,M,1,223.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847426478292
11217-L,"Cropped jeans","These denim pants from ERL new collection have a regular fit. The cropped jeans, here in washed light blue, are made of cotton and feature a button and zip closure, five pockets and come with a vintage, worn effect.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397237,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397237,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397238,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11217_cropped_jeans_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397239,Blue,ERL,L,1,223.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847426511060
11210-XS,"Venice hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in green, is made of cotton and features a kangaroo pocket and it is printed at front and back.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397442,Black,ERL,XS,1,168.00,Sweatshirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847431459028
11210-S,"Venice hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in green, is made of cotton and features a kangaroo pocket and it is printed at front and back.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397442,Black,ERL,S,0,168.00,Sweatshirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847431491796
11210-M,"Venice hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in green, is made of cotton and features a kangaroo pocket and it is printed at front and back.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397442,Black,ERL,M,1,168.00,Sweatshirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847431524564
11210-L,"Venice hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in green, is made of cotton and features a kangaroo pocket and it is printed at front and back.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397442,Black,ERL,L,1,168.00,Sweatshirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847431557332
11210-XL,"Venice hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in green, is made of cotton and features a kangaroo pocket and it is printed at front and back.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653397442,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11210_venice_hoodie_knit_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653397442,Black,ERL,XL,0,168.00,Sweatshirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847431590100
11216-S,"Wave hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in white, is made of cotton.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653398670,White,ERL,S,0,178.00,Hoodies,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847476056276
11216-M,"Wave hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in white, is made of cotton.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653398670,White,ERL,M,2,178.00,Hoodies,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847476089044
11216-L,"Wave hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in white, is made of cotton.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653398670,White,ERL,L,2,178.00,Hoodies,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847476121812
11216-XL,"Wave hoodie","This sweatshirt from ERL new collection comes in a comfortable fit. The hoodie, here in white, is made of cotton.","80% Cotton 20% Polyester",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653398670,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11216_wave_hoodie_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653398670,White,ERL,XL,1,178.00,Hoodies,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847476154580
11218-M,"Hearts puffer jacket","This jacket from ERL new collection comes in a regular fit. The puffer, here in pink, is made of polyester and features a snap fasteners and zip closure, two side pockets and an inner pocket.","100% Polyester, padding: 80% Duck down 20% Duck feathers",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11218_hearts_puffer_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653398851,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11218_hearts_puffer_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653398852,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11218_hearts_puffer_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653398852,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11218_hearts_puffer_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653398852,Multicolor,ERL,M,1,522.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847484477652
11212-XS,"Teen Club t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in red, is made of cotton and features a print at front and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_3.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_4.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653914007,Red,ERL,XS,1,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847490048212
11212-S,"Teen Club t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in red, is made of cotton and features a print at front and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_3.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_4.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653914007,Red,ERL,S,1,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847490080980
11212-M,"Teen Club t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in red, is made of cotton and features a print at front and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_3.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_4.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653914007,Red,ERL,M,0,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847490113748
11212-L,"Teen Club t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in red, is made of cotton and features a print at front and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_3.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_4.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653914007,Red,ERL,L,0,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847490146516
11212-XL,"Teen Club t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in red, is made of cotton and features a print at front and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_3.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_4.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653914007,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11212_teen_club_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653914007,Red,ERL,XL,1,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847490179284
11211-XS,"Venice t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in grey, is made of cotton and it is printed.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653913861,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653399206,Grey,ERL,XS,1,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847496798420
11211-S,"Venice t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in grey, is made of cotton and it is printed.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653913861,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653399206,Grey,ERL,S,1,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847496831188
